POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,CLAVE DE SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS
POS1323,VS9-ABS,S5,Direct,32583,Vol Transferencia entre planta,DO,2023-08-11,JS011500,2023-03-02,0,5.4,162,Femenino,CHIHUAHUA,Mexican,27,,Solter,0,9.366780562752464,Menos de 1 Año,No
POS2988,TEF,S5,Direct,32422,Vol Otro empleo,DNO,2023-08-15,JF010600,2018-02-01,5,67.36666666666666,2021,Masculino,PUEBLA,Mexican,24,6-7 Years,Solter,0,7.096108678554284,7-9 Años,No
POS1380,MFS,S5,Direct,32576,Vol Otro empleo,DO,2023-08-15,JF060600,2020-11-19,3,33.3,999,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.376805488828198,10+ Años,No
POS2718,VS1-HOUS,S5,Indirect,32674,Vol Otro empleo,DNO,2023-08-15,JF010600,2021-04-15,2,28.4,852,Femenino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,12.782753425564334,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32546,Vol Cambio de domicilio,DO,2023-08-15,JS011500,2022-08-04,1,12.533333333333333,376,Masculino,VERACRUZ,Mexican,36,1-2 Years ,U-Libr,1,4.239045606125979,1-3 Años,No
POS1323,VS7,S5,Direct,32674,Vol Transferencia entre planta,DO,2023-08-18,JF010600,2022-08-04,1,12.633333333333333,379,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,12.782753425564334,10+ Años,Sí
POS1921,MFS,S5,Direct,32560,Imp.Tra Ausentismos continuos,DO,2023-08-15,JS011500,2022-11-24,1,8.8,264,Masculino,CHIHUAHUA,Mexican,26,,Casad,1,10.674237037613494,Menos de 1 Año,No
POS347,LOG,S5,Direct,32575,Vol Prob personales y fam.,DNO,2023-08-15,JS011500,2022-12-15,1,8.1,243,Masculino,OAXACA,Mexican,35,10+ Years,Casad,3,6.025403146377438,10+ Años,Sí
POS1921,MFS,S5,Direct,32600,Vol No regreso   no dio razón,DO,2023-08-17,JF010600,2023-01-12,0,7.233333333333334,217,Femenino,CHIAPAS,Mexican,31,,U-Libr,4,18.460211302745325,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-08-14,JT031800,2023-06-01,0,2.466666666666667,74,Femenino,VERACRUZ,Mexican,31,,Solter,2,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS7,S5,Direct,32575,Vol Razones médicas,DO,2023-08-15,JS011500,2023-06-08,0,2.2666666666666666,68,Masculino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS347,LOG,S5,Direct,32107,Vol Cambio de domicilio,DNO,2023-08-15,JF010600,2023-07-06,0,1.3333333333333333,40,Masculino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,20.687631247527385,10+ Años,No
POS977,VS1,S6,Managers,32539,Imp.Tra Jubilación,SL1,2023-08-15,ADMINIST,2012-07-09,11,135.13333333333335,4054,Masculino,COAHUILA,Mexican,61,,Casad,3,11.189670071304056,Menos de 1 Año,No
POS1056,VS4,S6,Exempt,50180,Vol Otro empleo,E4,2023-08-18,ADMINIST,2014-04-01,9,114.2,3426,Masculino,ESTADO DE MEXICO,Mexican,34,,Solter,0,1527.4248388995431,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-08-25,JF010600,2018-11-22,5,57.9,1737,Femenino,VERACRUZ,Mexican,25,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32573,Imp.Pat Pensionado IMSS,DO,2023-08-22,JF010600,2019-01-24,4,55.7,1671,Masculino,DURANGO,Mexican,25,10+ Years,Solter,0,3.2680676311965646,10+ Años,No
POS538,VS9-ABS,S5,Direct,32695,Vol Otro empleo,DO,2023-08-22,JF060600,2022-10-03,1,10.76666666666667,323,Masculino,CHIHUAHUA,Mexican,21,10+ Years,U-Libr,1,14.766084763351962,10+ Años,No
POS1323,VS5,S5,Direct,32695,Vol Estudios,DO,2023-08-22,JS011500,2023-01-10,0,7.466666666666668,224,Femenino,CHIHUAHUA,Mexican,22,10+ Years,Casad,1,14.766084763351962,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-08-22,JS011500,2023-02-02,0,6.7,201,Masculino,HIDALGO,Mexican,22,,U-Libr,1,13.59346846802786,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32599,Vol No regreso   no dio razón,DNO,2023-08-21,JF010600,2023-03-09,0,5.5,165,Masculino,CHIHUAHUA,Mexican,23,,U-Libr,1,13.59346846802786,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-08-25,JT021800,2023-03-30,0,4.933333333333336,148,Masculino,AGENCIA TECTUAPAN,Mexican,41,,Casad,1,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-08-25,JS011500,2023-06-08,0,2.6,78,Masculino,OAXACA,Mexican,19,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1376,MFS,S5,Direct,32590,Imp.Pat Pensionado IMSS,DNO,2023-08-22,JS011500,2015-03-30,8,102.23333333333332,3067,Masculino,CHIAPAS,Mexican,42,,Casad,3,7.6167347145514395,Menos de 1 Año,No
POS1974,VS9-ABS,S6,Exempt,32575,Vol Prob personales y fam.,E3,2023-08-21,ADMINIST,2017-12-11,6,69.3,2079,Femenino,ESTADO DE MEXICO,Mexican,28,,U-Libr,0,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-08-29,JF010600,2018-12-06,5,57.566666666666656,1727,Femenino,CHIHUAHUA,Mexican,31,,U-Libr,2,13.59346846802786,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32600,Vol Otro empleo,DO,2023-08-29,JF010600,2020-01-16,3,44.03333333333333,1321,Masculino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,18.460211302745325,10+ Años,Sí
POS1323,VS1,S5,Direct,32590,Vol Transferencia entre planta,DO,2023-09-01,JS011500,2021-04-08,2,29.2,876,Masculino,VERACRUZ,Mexican,44,,U-Libr,3,7.6167347145514395,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-08-29,JT031800,2022-08-25,1,12.3,369,Masculino,CHIHUAHUA,Mexican,19,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1323,VS1-HOUS,S5,Direct,32575,Vol Estudios,DO,2023-08-29,JT012324,2022-09-01,1,12.066666666666668,362,Femenino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS2803,VS9-ABS,S5,Direct,32575,Vol Cambio de domicilio,DNO,2023-08-28,JF010600,2023-03-16,0,5.5,165,Masculino,CHIHUAHUA,Mexican,47,,Solter,2,6.025403146377438,Menos de 1 Año,No
POS2939,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-08-31,JT012324,2023-06-08,0,2.8,84,Femenino,CHIHUAHUA,Mexican,19,9-10 Years,Solter,0,6.025403146377438,10+ Años,Sí
POS2062,VS9-ABS,S6,Exempt,32695,Vol Transferencia entre planta,E3,2023-09-01,ADMINIST,2017-11-16,6,70.5,2115,Masculino,CHIHUAHUA,Mexican,53,,U-Libr,5,14.766084763351962,Menos de 1 Año,No
POS1010,QMM,S6,Exempt,32469,Vol Otro empleo,E4,2023-09-01,ADMINIST,2017-11-30,6,70.03333333333332,2101,Femenino,CHIHUAHUA,Mexican,31,,Solter,1,7.2459872235330485,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32160,Imp.Pat Pensionado IMSS,DO,2023-08-28,JF010600,2009-11-30,14,167.3,5019,Femenino,CHIHUAHUA,Mexican,53,10+ Years,Sep,3,16.782938724016287,10+ Años,Sí
POS538,VS1,S5,Direct,32590,Vol Razones médicas,DO,2023-08-29,JT031800,2009-09-07,14,170.13333333333335,5104,Femenino,VERACRUZ,Mexican,49,,U-Libr,2,7.6167347145514395,Menos de 1 Año,Sí
POS2076,HRL,S6,Exempt,32575,Vol Transferencia entre planta,E3,2023-09-09,ADMINIST,2018-10-18,5,59.566666666666656,1787,Femenino,DURANGO,Mexican,34,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-09-05,JS011500,2020-12-01,3,33.6,1008,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1380,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-09-05,JF060600,2022-09-22,1,11.6,348,Femenino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-09-05,JF010600,2022-11-03,1,10.2,306,Masculino,CHIHUAHUA,Mexican,30,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS2076,HRL,S6,Exempt,32573,Vol Cambio de domicilio,E3,2023-09-08,ADMINIST,2022-12-08,1,9.133333333333333,274,Femenino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,3.2680676311965646,10+ Años,No
POS1323,VS7,S5,Direct,32599,Vol Prob personales y fam.,DO,2023-09-05,JS011500,2023-03-16,0,5.7666666666666675,173,Femenino,COAHUILA,Mexican,26,1-2 Years ,Solter,2,13.59346846802786,1-3 Años,No
POS1323,VS9-ABS,S5,Direct,32599,Vol Prob personales y fam.,DO,2023-09-05,JS011500,2023-03-16,0,5.7666666666666675,173,Masculino,CHIHUAHUA,Mexican,25,3-4 Years,Solter,0,13.59346846802786,4-6 Años,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-04,JT031800,2023-07-06,0,2.0,60,Femenino,OAXACA,Mexican,30,,Solter,1,6.025403146377438,Menos de 1 Año,No
POS1661,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-09-05,JS011500,2023-07-27,0,1.3333333333333333,40,Masculino,DURANGO,Mexican,50,10+ Years,Sep,3,6.025403146377438,10+ Años,Sí
POS538,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-04,JT031800,2023-08-03,0,1.0666666666666667,32,Femenino,CHIHUAHUA,Mexican,20,2-3 Years,Solter,0,6.025403146377438,1-3 Años,Sí
POS1661,MFS,S5,Direct,32599,Vol Prob personales y fam.,DO,2023-09-05,JS011500,2023-08-03,0,1.1,33,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS2939,VS5,S5,Direct,32573,Vol Transferencia entre planta,DO,2023-09-07,JT012324,2023-08-03,0,1.1666666666666667,35,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,3.2680676311965646,Menos de 1 Año,No
POS538,VS1,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-09-04,JT031800,2023-08-17,0,0.6000000000000001,18,Femenino,CHIHUAHUA,Mexican,21,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS213,VS9-ABS,S6,Managers,32546,Vol Prob personales y fam.,SL1,2023-09-08,ADMINIST,2012-08-27,11,134.3,4029,Femenino,CHIHUAHUA,Mexican,42,,Casad,2,4.239045606125979,Menos de 1 Año,No
POS514,LOG,S6,Exempt,32575,Vol Otro empleo,E4,2023-09-08,ADMINIST,2015-01-07,8,105.53333333333332,3166,Femenino,CHIHUAHUA,Mexican,30,,Casad,0,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-09-08,JF010600,2015-09-02,8,97.6,2928,Femenino,JUCHITAN,Mexican,34,,Casad,0,6.025403146377438,Menos de 1 Año,No
POS538,VS1,S5,Direct,32573,Vol No regreso   no dio razón,DO,2023-09-12,JT031800,2019-09-19,4,48.466666666666654,1454,Femenino,CHIHUAHUA,Mexican,30,,Casad,1,3.2680676311965646,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32574,Vol Cambio de domicilio,DO,2023-09-12,JF010600,2022-08-18,1,13.0,390,Femenino,CHIHUAHUA,Mexican,39,10+ Years,Solter,3,4.268086649052308,10+ Años,Sí
POS1323,VS7,S5,Direct,32599,Vol Otro empleo,DO,2023-09-12,JF010600,2022-07-28,1,13.7,411,Femenino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS538,VS1-HOUS,S5,Direct,32576,Vol Estudios,DO,2023-09-12,JF060600,2022-11-24,1,9.733333333333333,292,Femenino,CHIHUAHUA,Mexican,22,,Solter,0,6.376805488828198,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-13,JF010600,2023-03-09,0,6.2666666666666675,188,Femenino,CHIHUAHUA,Mexican,28,10+ Years,Solter,3,6.025403146377438,10+ Años,No
POS1380,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-09-12,JT031800,2023-07-27,0,1.5666666666666667,47,Femenino,HIDALGO,Mexican,19,10+ Years,Solter,1,6.025403146377438,10+ Años,Sí
POS347,LOG,S5,Direct,32575,Vol No regreso   no dio razón,DNO,2023-09-11,JT012324,2023-08-03,0,1.3,39,Masculino,NUEVO LEON,Mexican,37,10+ Years,Casad,2,6.025403146377438,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-11,JT031800,2023-08-03,0,1.3,39,Femenino,BAJA CALIFORNIA,Mexican,47,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32676,Imp.Pat Pensionado IMSS,DO,2023-09-18,JF010600,2013-06-05,10,125.23333333333332,3757,Femenino,CDMX,Mexican,49,10+ Years,U-Libr,1,14.92353294468273,10+ Años,Sí
POS2003,VS5,S5,Direct,32575,Vol Estudios,DO,2023-09-12,JF050600,2015-07-08,8,99.6,2988,Femenino,VERACRUZ,Mexican,31,8-9 Years,Solter,0,6.025403146377438,7-9 Años,Sí
POS1921,MFS,S5,Direct,32599,Vol Razones médicas,DO,2023-09-19,JF010600,2019-09-05,4,49.16666666666665,1475,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-09-22,JT012324,2020-12-15,3,33.7,1011,Femenino,CHIHUAHUA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1365,VS1,S5,Direct,32575,Vol Otro empleo,DNO,2023-09-19,JS011500,2022-10-27,1,10.9,327,Masculino,CHIHUAHUA,Mexican,35,10+ Years,Casad,2,6.025403146377438,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32590,Vol Transferencia entre planta,DO,2023-09-22,JS011500,2022-11-10,1,10.533333333333333,316,Masculino,CHIHUAHUA,Mexican,19,,Solter,0,7.6167347145514395,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-09-18,JT031800,2022-12-29,1,8.76666666666667,263,Femenino,VERACRUZ,Mexican,44,,Solter,2,6.025403146377438,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2023-09-19,JT012324,2023-02-09,0,7.4,222,Femenino,DURANGO,Mexican,43,10+ Years,Casad,4,6.025403146377438,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32590,Vol Transferencia entre planta,DO,2023-09-22,JS011500,2023-03-02,0,6.8,204,Masculino,CHIHUAHUA,Mexican,21,,Solter,0,7.6167347145514395,Menos de 1 Año,Sí
POS2718,VS9-ABS,S5,Indirect,32575,Vol Estudios,DNO,2023-09-19,ADMINIST,2023-03-30,0,5.7666666666666675,173,Masculino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS538,VS5,S5,Direct,32695,Vol Prob personales y fam.,DO,2023-09-19,JT031800,2023-07-06,0,2.5,75,Femenino,CDMX,Mexican,36,8-9 Years,Solter,2,14.766084763351962,7-9 Años,No
POS2939,VS9-ABS,S5,Direct,32580,Imp.Tra Uso de drogas y bebi,DO,2023-09-19,JF010600,2023-07-13,0,2.2666666666666666,68,Masculino,CHIHUAHUA,Mexican,33,2-3 Years,Solter,3,7.706894327778476,1-3 Años,Sí
POS1380,MFS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-19,JT031800,2023-07-13,0,2.2666666666666666,68,Femenino,VERACRUZ,Mexican,23,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS2803,VS5,S5,Direct,32583,Vol Prob personales y fam.,DNO,2023-09-19,JF010600,2023-08-31,0,0.6333333333333334,19,Masculino,CHIHUAHUA,Mexican,54,10+ Years,Casad,2,9.366780562752464,10+ Años,Sí
POS2224,TEF,S5,Direct,32540,Vol Otro empleo,DNO,2023-09-19,JT021800,2017-02-09,6,80.43333333333334,2413,Masculino,ESTADO DE MEXICO,Filipino,37,10+ Years,Casad,1,2.6942229076486908,10+ Años,Sí
POS1845,QMM,S5,Direct,32575,Vol Razones médicas,DNO,2023-09-19,JS011500,2017-06-29,6,75.76666666666668,2273,Masculino,OAXACA,Mexican,49,10+ Years,U-Libr,2,6.025403146377438,10+ Años,Sí
POS1230,VS4,S5,Direct,32573,Imp.Tra Jubilación,DNO,2023-09-22,JS011500,2006-08-28,17,207.8,6234,Masculino,CD. DELICIAS CHIH.,Mexican,57,,Casad,4,3.2680676311965646,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32250,Imp.Tra LFT y Reglamento int,DO,2023-09-18,JT012324,2012-02-23,11,140.83333333333337,4225,Femenino,CHIAPAS,Mexican,45,10+ Years,Solter,5,14.657746310691811,10+ Años,Sí
POS1376,MFS,S5,Direct,32590,Vol Transferencia entre planta,DNO,2023-09-22,JT021800,2013-07-15,10,124.03333333333332,3721,Femenino,CHIHUAHUA,Mexican,28,,Solter,0,7.6167347145514395,Menos de 1 Año,Sí
POS1376,VS7,S5,Direct,32699,Vol Transferencia entre planta,DNO,2023-09-22,JF010600,2013-07-15,10,124.03333333333332,3721,Masculino,CHIHUAHUA,Mexican,28,10+ Years,Solter,0,7.522064631144397,10+ Años,No
POS1181,LOG,S6,Exempt,32575,Vol Otro empleo,E3,2023-09-20,ADMINIST,2018-04-19,5,66.0,1980,Masculino,CHIHUAHUA,Mexican,32,,Casad,2,6.025403146377438,Menos de 1 Año,No
POS1376,VS9-ABS,S5,Direct,32590,Vol Transferencia entre planta,DNO,2023-09-22,JF050600,2015-07-08,8,99.93333333333334,2998,Masculino,CHIHUAHUA,Mexican,29,,Solter,1,7.6167347145514395,Menos de 1 Año,Sí
POS2718,VS9-ABS,S5,Indirect,32130,Vol Transferencia entre planta,DNO,2023-09-22,ADMINIST,2016-11-02,7,83.83333333333331,2515,Masculino,VERACRUZ,Mexican,25,10+ Years,Solter,0,22.0706987252346,10+ Años,Sí
POS1230,VS9-ABS,S5,Direct,32600,Vol Prob personales y fam.,DNO,2023-09-26,JF010600,2018-03-15,5,67.36666666666666,2021,Masculino,CHIHUAHUA,Mexican,25,10+ Years,Solter,0,18.460211302745325,10+ Años,No
POS1203,VS7,S6,Exempt,32598,Vol Otro empleo,E3,2023-09-29,ADMINIST,2019-09-12,4,49.26666666666665,1478,Masculino,CHIHUAHUA,Mexican,27,10+ Years,Casad,1,14.816703036317268,10+ Años,No
POS2338,CTG,S6,Exempt,32540,Vol Transferencia entre planta,E3,2023-09-29,ADMINIST,2020-08-25,3,37.66666666666665,1130,Masculino,SINALOA,Mexican,33,,U-Libr,0,2.6942229076486908,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-09-26,JF060600,2022-09-29,1,12.066666666666668,362,Femenino,VERACRUZ,Mexican,51,5-6 Years,U-Libr,1,6.025403146377438,4-6 Años,No
POS1323,VS5,S5,Direct,32580,Vol Estudios,DO,2023-09-26,JT012324,2023-02-09,0,7.6333333333333355,229,Femenino,CHIHUAHUA,Mexican,28,10+ Years,U-Libr,2,7.706894327778476,10+ Años,Sí
POS347,LOG,S5,Direct,32599,Vol Prob personales y fam.,DNO,2023-09-26,JT012324,2023-05-04,0,4.833333333333334,145,Masculino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1323,VS7,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-09-25,JT012324,2023-06-08,0,3.6333333333333337,109,Masculino,CHIHUAHUA,Mexican,21,9-10 Years,U-Libr,0,6.025403146377438,10+ Años,No
POS1921,MFS,S5,Direct,32599,Vol Otro empleo,DO,2023-09-26,JS011500,2023-06-22,0,3.2,96,Masculino,CHIHUAHUA,Mexican,36,10+ Years,U-Libr,1,13.59346846802786,10+ Años,No
POS1230,VS9-ABS,S5,Direct,32575,Vol Otro empleo,DNO,2023-09-26,JT012324,2023-08-10,0,1.5666666666666667,47,Masculino,CHIHUAHUA,Mexican,41,10+ Years,U-Libr,1,6.025403146377438,10+ Años,Sí
POS347,LOG,S5,Direct,32575,Vol Otro empleo,DNO,2023-09-26,JF050600,2017-09-07,6,73.66666666666667,2210,Masculino,CHIHUAHUA,Mexican,25,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS1661,MFS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-10-02,JS011500,2023-07-13,0,2.7,81,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol Estudios,DO,2023-10-03,JT031800,2022-09-22,1,12.533333333333333,376,Femenino,CHIHUAHUA,Mexican,22,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS347,LOG,S5,Direct,32543,Vol Otro empleo,DNO,2023-10-03,JS011500,2022-12-01,1,10.2,306,Masculino,CHIHUAHUA,Mexican,24,,Solter,0,5.547035154748849,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32575,Vol Otro empleo,DO,2023-10-03,JF060600,2023-07-20,0,2.5,75,Femenino,CHIHUAHUA,Mexican,19,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS2939,VS9-ABS,S5,Direct,32580,Vol Insatisfacción personal,DO,2023-10-03,JS011500,2023-09-07,0,0.8666666666666667,26,Femenino,CHIHUAHUA,Mexican,43,,Solter,2,7.706894327778476,Menos de 1 Año,No
POS1230,VS4,S5,Direct,32594,Vol Insatisfacción personal,DNO,2023-10-03,JF010600,2015-03-11,8,104.26666666666668,3128,Masculino,OAXACA,Mexican,29,,Casad,0,4.4579873551447315,Menos de 1 Año,Sí
POS2456,MFS,S5,Direct,32575,Vol Insatisfacción personal,DNO,2023-10-03,JF010600,2016-01-06,7,94.23333333333332,2827,Masculino,OAXACA,Mexican,37,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-10-04,JS011500,2023-09-14,0,0.6666666666666666,20,Masculino,DURANGO,Mexican,35,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-10-06,JF010600,2020-03-05,3,43.66666666666665,1310,Femenino,DURANGO,Mexican,37,,Casad,3,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-10-06,JS011500,2022-10-27,1,11.46666666666667,344,Femenino,CHIHUAHUA,Mexican,28,,Casad,2,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32690,Vol Transferencia entre planta,DO,2023-10-06,JF010600,2022-11-24,1,10.533333333333333,316,Femenino,CAMPECHE,Mexican,22,,U-Libr,2,5.169751139513358,Menos de 1 Año,Sí
POS2939,VS5,S5,Direct,32599,Vol Transferencia entre planta,DO,2023-10-06,JT012324,2023-07-13,0,2.8333333333333335,85,Femenino,CHIHUAHUA,Mexican,20,,Solter,0,13.59346846802786,Menos de 1 Año,Sí
POS1376,VS7,S5,Direct,32599,Imp.Tra LFT y Reglamento int,DNO,2023-10-06,JT012324,2015-07-29,8,99.7,2991,Femenino,OAXACA,Mexican,32,,Solter,1,13.59346846802786,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32599,Imp.Tra LFT y Reglamento int,DO,2023-10-06,JT012324,2015-07-29,8,99.7,2991,Femenino,VERACRUZ,Mexican,57,,Solter,3,13.59346846802786,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32575,Imp.Tra LFT y Reglamento int,DO,2023-10-08,JT031800,2023-01-10,0,9.033333333333333,271,Femenino,CHIHUAHUA,Mexican,39,,Solter,3,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-10-10,JF010600,2020-10-01,3,36.8,1104,Femenino,VERACRUZ,Mexican,25,3-4 Years,U-Libr,1,6.025403146377438,4-6 Años,Sí
POS1380,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-10-10,JT031800,2023-07-20,0,2.733333333333334,82,Femenino,VERACRUZ,Mexican,30,6-7 Years,Casad,1,6.025403146377438,7-9 Años,Sí
POS2939,VS9-ABS,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-10-10,JF010600,2023-09-14,0,0.8666666666666667,26,Femenino,CHIHUAHUA,Mexican,23,,U-Libr,0,7.6167347145514395,Menos de 1 Año,Sí
POS1745,MFS,S5,Direct,32575,Vol Otro empleo,DNO,2023-10-10,ADMINIST,2016-12-28,7,82.56666666666666,2477,Masculino,VERACRUZ,Mexican,30,,Solter,2,6.025403146377438,Menos de 1 Año,No
POS1323,VS1-HOUS,S5,Direct,32599,Vol Transferencia entre planta,DO,2023-10-13,JS011500,2021-01-26,2,33.0,990,Femenino,VERACRUZ,Mexican,44,,Casad,2,13.59346846802786,Menos de 1 Año,Sí
POS2094,TEF,S5,Indirect,32617,Vol Transferencia entre planta,DNO,2023-10-13,JF010600,2022-10-06,1,12.4,372,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,10.166025796228546,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-10-13,JS011500,2023-02-09,0,8.2,246,Masculino,VERACRUZ,Mexican,46,,Casad,2,6.025403146377438,Menos de 1 Año,No
POS2094,TEF,S5,Indirect,32546,Vol Transferencia entre planta,DNO,2023-10-13,ADMINIST,2023-03-02,0,7.5,225,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,4.239045606125979,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-10-13,JS011500,2023-06-22,0,3.7666666666666666,113,Femenino,SINALOA,Mexican,35,,Casad,3,6.025403146377438,Menos de 1 Año,No
POS1111,VS4,S5,Indirect,32599,Vol Transferencia entre planta,DNO,2023-10-13,JF010600,2012-12-17,11,131.73333333333335,3952,Femenino,CD JUAREZ CHIH,Mexican,31,,U-Libr,0,13.59346846802786,Menos de 1 Año,Sí
